Geo_FIPS,Geo_NAME,Geo_QName,Geo_NATION,Geo_STATE,Geo_COUNTY,Geo_CT,ORG_PT023_001,ORG_PT023_002,ORG_PT023_003,ORG_PT023_004,ORG_PT023_005,ORG_PT023_006,ORG_PT023_007,ORG_PT023_008,ORG_PT023_009,ORG_PT023_010,ORG_PT023_011,ORG_PT023_012,ORG_PT023_013,ORG_PT023_014,ORG_PT023_015,ORG_PT023_016,ORG_PT023_017,ORG_PT023_018,ORG_PT023_019,ORG_PT023_020,ORG_PT023_021,ORG_PT023_022,ORG_PT023_023,ORG_PT023_024,ORG_PT023_025,ORG_PT023_026,ORG_PT023_027,ORG_PT023_028,ORG_PT023_029
"36005000100","Census Tract 1","Census Tract 1, Bronx County, New York","00","36","005","000100",5555,5443,3265,59,0,26,16,9,0,0,88,1162,0,79,739,112,0,19,0,0,0,0,0,0,9,75,0,9,0
"36005000200","Census Tract 2","Census Tract 2, Bronx County, New York","00","36","005","000200",2737,2443,1536,7,9,29,0,0,0,7,152,549,0,32,122,294,161,15,6,18,0,0,0,0,59,27,0,8,0
"36005000400","Census Tract 4","Census Tract 4, Bronx County, New York","00","36","005","000400",2690.357,2446.757,1061.629,2.661135,4,10.54818,0,0,0,0,80.10466,1038.22,0,66.29738,183.2974,243.5999,66.69942,0,0,2.661135,0,0,4,0,47,57.83727,0,50.7409,14.66114
"36005001600","Census Tract 16","Census Tract 16, Bronx County, New York","00","36","005","001600",1348,1276,372,8,7,7,0,0,0,0,124,613,0,16,129,72,6,0,0,8,0,0,0,0,36,14,0,0,8
"36005001900","Census Tract 19","Census Tract 19, Bronx County, New York","00","36","005","001900",3325,2947,584,0,0,5,0,0,0,0,29,2253,0,0,76,378,76,0,0,0,0,0,0,0,7,267,0,28,0
"36005002000","Census Tract 20","Census Tract 20, Bronx County, New York","00","36","005","002000",10067.69,9250.35,4684.896,5.922751,0,31.58801,5.922751,14.80688,0,41.45926,153.9915,2673.135,0,90.81551,1547.812,817.3396,242.8328,0,0,27.6395,7.897001,37.51075,5.922751,66.13738,152.0173,202.3607,0,51.33051,23.691
"36005002300","Census Tract 23","Census Tract 23, Bronx County, New York","00","36","005","002300",5442.333,4964.392,2258.249,24.4135,0,16.90166,26.29146,0,0,11.26777,0,2216.934,0,15.02369,395.3109,477.9413,165.2606,0,0,17.84064,0,0,7.511847,15.02369,45.07108,183.1013,0,33.80331,10.32879
"36005002400","Census Tract 24","Census Tract 24, Bronx County, New York","00","36","005","002400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36005002500","Census Tract 25","Census Tract 25, Bronx County, New York","00","36","005","002500",7097,6805,1574,0,0,0,0,0,0,0,0,4770,0,27,434,292,38,0,0,0,0,0,0,23,0,178,0,53,0
"36005002701","Census Tract 27.01","Census Tract 27.01, Bronx County, New York","00","36","005","002701",5609,5392,1209,16,8,10,0,0,0,0,4,3605,0,31,509,217,75,0,11,0,0,0,0,0,0,103,0,23,5
"36005002702","Census Tract 27.02","Census Tract 27.02, Bronx County, New York","00","36","005","002702",8186,8039,1720,7,0,11,0,13,0,0,16,5582,0,12,678,147,28,0,0,22,0,0,0,15,5,61,6,5,5
"36005002800","Census Tract 28","Census Tract 28, Bronx County, New York","00","36","005","002800",4692,4246,2829,40,0,12,30,0,7,73,59,964,0,107,125,446,145,8,0,7,22,0,25,46,7,108,0,71,7
"36005003100","Census Tract 31","Census Tract 31, Bronx County, New York","00","36","005","003100",2533,2154,483,0,0,0,0,0,0,0,0,1539,0,0,132,379,34,0,0,11,0,0,0,0,0,324,0,10,0
"36005003300","Census Tract 33","Census Tract 33, Bronx County, New York","00","36","005","003300",7951,7420,2336,8,0,8,0,0,0,0,6,4547,0,0,515,531,142,58,11,38,8,0,0,13,10,212,4,35,0
"36005003500","Census Tract 35","Census Tract 35, Bronx County, New York","00","36","005","003500",4603,4334,1568,0,0,28,5,0,0,0,25,2472,13,29,194,269,55,0,0,8,6,11,0,45,11,93,5,35,0
"36005003700","Census Tract 37","Census Tract 37, Bronx County, New York","00","36","005","003700",311,250,192,0,0,0,0,0,0,0,0,51,0,0,7,61,10,0,0,0,0,0,0,0,7,7,0,37,0
"36005003800","Census Tract 38","Census Tract 38, Bronx County, New York","00","36","005","003800",1027.311,959.6502,301.104,0.07724911,0,0.4119952,0.07724911,0.1931228,0,0.5407438,15.00848,253.8651,0,1.184486,387.1878,67.66038,26.16721,0,0,0.3604958,0.1029988,0.4892443,0.07724911,0.862615,21.98273,8.639344,0,0.6694922,8.308996
"36005003900","Census Tract 39","Census Tract 39, Bronx County, New York","00","36","005","003900",12004,11422,5093,10,0,55,0,0,0,0,23,5510,0,25,706,582,146,0,0,53,11,0,0,0,0,341,0,18,13
"36005004001","Census Tract 40.01","Census Tract 40.01, Bronx County, New York","00","36","005","004001",1442,1231,644,0,0,22,42,11,0,46,241,131,0,37,57,211,16,0,0,22,0,0,0,11,90,10,0,62,0
"36005004100","Census Tract 41","Census Tract 41, Bronx County, New York","00","36","005","004100",5963,5740,1848,11,0,27,0,0,0,6,0,3221,0,15,612,223,34,0,0,14,7,6,6,32,0,104,0,14,6
"36005004200","Census Tract 42","Census Tract 42, Bronx County, New York","00","36","005","004200",8667.905,7919.351,4483.206,13.03151,0,93.17017,54,14,15,291.2143,321.3971,2082.321,0,117.0882,434.9223,748.5546,136.2269,0,0,40.05042,25,14,20,165,83.17017,151,0,101.1071,13
"36005004300","Census Tract 43","Census Tract 43, Bronx County, New York","00","36","005","004300",8222,7742,1638,25,0,43,0,0,0,0,15,5300,0,15,706,480,62,0,0,43,0,0,21,0,41,263,10,28,12
"36005004400","Census Tract 44","Census Tract 44, Bronx County, New York","00","36","005","004400",5497,5033,2197,26,0,32,18,0,10,70,197,1740,0,16,727,464,39,0,0,8,5,22,0,173,81,51,0,77,8
"36005004600","Census Tract 46","Census Tract 46, Bronx County, New York","00","36","005","004600",1877.095,1789.649,820.7941,4.968487,0,26.82983,0,0,0,33.78571,62.60294,523.6786,0,13.91177,303.0777,87.44538,35.77311,0,0,7.94958,0,0,0,0,26.82983,0,0,16.89286,0
"36005004800","Census Tract 48","Census Tract 48, Bronx County, New York","00","36","005","004800",3945,3228,867,27,0,27,6,8,0,66,71,1982,17,44,113,717,84,6,0,13,0,18,0,78,96,365,8,33,16
"36005005001","Census Tract 50.01","Census Tract 50.01, Bronx County, New York","00","36","005","005001",4543.092,3775.252,1012.297,24.9446,0,39.00428,11.79199,6.349535,5.442458,157.3777,40.36489,2279.029,0,30.8406,167.8091,767.8401,119.2805,3.628305,0,40.36489,15.87384,18.59506,25.85168,122.4553,50.79628,317.4767,0,46.26089,7.256611
"36005005002","Census Tract 50.02","Census Tract 50.02, Bronx County, New York","00","36","005","005002",5473.908,4548.748,1219.703,30.0554,0,46.99572,14.20801,7.650465,6.557542,189.6223,48.63511,2745.971,0,37.1594,202.1909,925.1599,143.7195,4.371695,0,48.63511,19.12616,22.40494,31.14832,147.5447,61.20372,382.5233,0,55.73911,8.743389
"36005005100","Census Tract 51","Census Tract 51, Bronx County, New York","00","36","005","005100",8709.282,8559.142,3807.996,9.592475,0.002988466,13.10176,1.708536,0,0,5.73223,0.005976933,4190.27,5,33.98783,491.7445,150.1403,66.77822,0,0,8.159364,0,0,0.4881532,7.976306,2.940873,44.92691,0,18.19669,0.6737722
"36005005200","Census Tract 52","Census Tract 52, Bronx County, New York","00","36","005","005200",1773,1521,406,20,0,7,0,0,0,35,19,909,0,6,119,252,87,7,0,24,6,6,0,32,23,47,0,8,12
"36005005300","Census Tract 53","Census Tract 53, Bronx County, New York","00","36","005","005300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36005005400","Census Tract 54","Census Tract 54, Bronx County, New York","00","36","005","005400",5963,4925,1146,19,0,47,20,7,0,70,178,3078,0,88,272,1038,314,6,0,32,0,7,0,57,163,394,0,58,7
"36005005600","Census Tract 56","Census Tract 56, Bronx County, New York","00","36","005","005600",2663,2082,571,0,0,0,0,0,0,63,71,1263,0,0,114,581,51,0,0,93,14,37,22,117,40,186,0,21,0
"36005005902","Census Tract 59.02","Census Tract 59.02, Bronx County, New York","00","36","005","005902",2426,2019,1100,21,0,39,8,17,12,342,118,189,0,51,122,407,49,10,0,47,19,40,14,104,6,25,6,74,13
"36005006000","Census Tract 60","Census Tract 60, Bronx County, New York","00","36","005","006000",915,790,312,0,0,12,0,0,0,12,47,326,0,52,29,125,6,0,0,18,0,0,0,11,34,17,0,39,0
"36005006100","Census Tract 61","Census Tract 61, Bronx County, New York","00","36","005","006100",4277,3279,2154,30,0,73,12,7,13,265,70,434,0,63,158,998,309,31,0,96,36,7,27,254,17,82,0,130,9
"36005006200","Census Tract 62","Census Tract 62, Bronx County, New York","00","36","005","006200",8222,7472,3908,19,0,36,0,0,7,46,80,2910,0,77,389,750,221,13,0,27,31,77,23,129,19,113,0,90,7
"36005006300","Census Tract 63","Census Tract 63, Bronx County, New York","00","36","005","006300",4964.623,3860.601,1668.064,44.92828,6.964139,75.95901,6,0,33,623,47.92828,935.5614,0,69.86168,349.334,1104.021,139.5338,0,7,89,27,44,14,391,34.85656,121.6619,0,216,19.96926
"36005006400","Census Tract 64","Census Tract 64, Bronx County, New York","00","36","005","006400",3450,2862,949,0,0,14,7,0,32,4,206,1160,0,69,421,588,208,0,0,33,0,7,20,13,55,190,0,32,30
"36005006500","Census Tract 65","Census Tract 65, Bronx County, New York","00","36","005","006500",4578,3141,918,12,0,8,0,7,0,0,573,1376,0,7,240,1437,137,0,0,11,0,0,6,0,846,355,0,33,49
"36005006700","Census Tract 67","Census Tract 67, Bronx County, New York","00","36","005","006700",9194,8492,3535,39,0,84,17,0,0,14,180,4217,0,97,309,702,105,0,0,137,62,0,0,0,124,214,0,53,7
"36005006800","Census Tract 68","Census Tract 68, Bronx County, New York","00","36","005","006800",2648,2225,540,0,0,10,11,13,0,44,269,804,0,58,476,423,54,6,0,0,10,0,0,26,152,137,0,15,23
"36005006900","Census Tract 69","Census Tract 69, Bronx County, New York","00","36","005","006900",10270,9458,4075,0,0,57,59,6,0,34,79,4632,0,60,456,812,87,0,0,124,107,17,6,26,53,302,8,76,6
"36005007000","Census Tract 70","Census Tract 70, Bronx County, New York","00","36","005","007000",3304,2698,830,0,8,38,13,0,14,25,269,1097,0,31,373,606,116,24,0,57,0,0,5,0,229,117,0,35,23
"36005007100","Census Tract 71","Census Tract 71, Bronx County, New York","00","36","005","007100",5430,5191,1347,0,0,6,0,11,0,9,7,3616,0,38,157,239,51,0,0,13,9,27,0,0,0,139,0,0,0
"36005007200","Census Tract 72","Census Tract 72, Bronx County, New York","00","36","005","007200",4517,3650,1852,0,0,78,16,0,35,157,576,357,0,78,501,867,115,0,0,113,48,24,20,45,273,22,0,185,22
"36005007300","Census Tract 73","Census Tract 73, Bronx County, New York","00","36","005","007300",6066,5620,1716,5,0,5,13,0,0,11,44,3298,0,4,524,446,102,0,0,22,32,21,5,36,53,127,0,48,0
"36005007400","Census Tract 74","Census Tract 74, Bronx County, New York","00","36","005","007400",1958,1644,743,4,0,53,5,0,0,95,130,271,0,26,317,314,88,0,0,32,0,12,6,92,23,31,0,22,8
"36005007500","Census Tract 75","Census Tract 75, Bronx County, New York","00","36","005","007500",11387,10766,3886,7,0,16,0,0,0,5,5,6021,0,11,815,621,171,10,0,0,13,0,0,0,0,389,0,6,32
"36005007600","Census Tract 76","Census Tract 76, Bronx County, New York","00","36","005","007600",4377,3352,1048,6,0,43,26,0,0,73,260,1228,0,51,617,1025,125,17,0,69,27,0,47,126,159,209,22,195,29
"36005007700","Census Tract 77","Census Tract 77, Bronx County, New York","00","36","005","007700",3639,3411,1011,52,0,8,0,0,0,0,0,2213,0,0,127,228,15,5,0,6,0,0,0,0,0,186,0,16,0
"36005007800","Census Tract 78","Census Tract 78, Bronx County, New York","00","36","005","007800",5252,4282,2576,15,0,135,23,13,32,111,572,314,0,103,388,970,279,6,0,183,12,7,14,46,280,23,0,106,14
"36005007900","Census Tract 79","Census Tract 79, Bronx County, New York","00","36","005","007900",8338,7802,2059,5,7,4,5,0,9,6,26,5233,0,25,423,536,86,0,0,0,0,0,0,7,40,391,0,12,0
"36005008300","Census Tract 83","Census Tract 83, Bronx County, New York","00","36","005","008300",12192,11296,1415,26,0,0,7,0,6,14,22,9076,0,41,689,896,13,18,8,22,41,0,6,8,5,734,0,27,14
"36005008400","Census Tract 84","Census Tract 84, Bronx County, New York","00","36","005","008400",824.0479,734.7992,297.8041,2.774572,0,3.69943,0,0,0,0,3.237001,391.2147,0,18.03472,18.03472,89.24873,39.30644,0,0,2.774572,0,0,0,0,0,25.89601,0,18.49715,2.774572
"36005008500","Census Tract 85","Census Tract 85, Bronx County, New York","00","36","005","008500",7907.461,7414.745,2203.735,10.99369,0,0,0,0,9.994264,14.9914,6.995985,4628.344,0,16.99025,522.7,492.7172,142.918,4.997132,0,0,7.995411,0,25.98509,5.996558,6.995985,282.8377,0,3.997705,10.99369
"36005008600","Census Tract 86","Census Tract 86, Bronx County, New York","00","36","005","008600",4889,4469,2930,7,0,14,29,0,29,156,206,630,0,59,409,420,85,0,0,38,22,0,13,109,92,14,0,42,5
"36005008700","Census Tract 87","Census Tract 87, Bronx County, New York","00","36","005","008700",14960.54,14237.25,4667.265,17.00631,0,57,0,0,0.005736097,34.00861,0.004015268,8190.656,0,54.00975,1217.3,723.2828,261.082,6.002868,0,0,0.004588877,0,0.01491385,20.00344,0.004015268,394.1623,0,23.00229,19.00631
"36005008900","Census Tract 89","Census Tract 89, Bronx County, New York","00","36","005","008900",6003.99,5726.544,804.3909,9.980036,0,0,0,0,6.986025,0,7.984028,4480.038,0,5.988021,411.1775,277.445,56.8862,4.990018,0,0,0,0,11.97604,5.988021,0,190.6187,0,6.986025,0
"36005009000","Census Tract 90","Census Tract 90, Bronx County, New York","00","36","005","009000",4008.541,3765.216,2018.342,9.564292,0,63.75239,0,8,7,168,237.6583,462.6516,0,68.75431,721.4935,243.3242,113.9941,0,0,28.73711,9,0,0,49,33,5.266728,0,3.761949,0.5642924
"36005009200","Census Tract 92","Census Tract 92, Bronx County, New York","00","36","005","009200",4261,3367,1929,9,35,111,48,0,5,89,657,159,0,111,214,894,215,0,0,91,12,10,0,68,407,12,0,79,0
"36005009300","Census Tract 93","Census Tract 93, Bronx County, New York","00","36","005","009300",7476.527,6579.633,2552.01,4,0,24,0,0,6.686355,49,177.6558,3536.953,8,12.64155,208.6864,896.8941,118.7006,41,0,33,0,0,13,6,40.64155,597.5519,25,12,10
"36005009600","Census Tract 96","Census Tract 96, Bronx County, New York","00","36","005","009600",1875,1513,902,0,0,45,0,6,6,0,220,91,0,63,180,362,19,0,0,34,25,26,44,0,123,7,0,78,6
"36005009800","Census Tract 98","Census Tract 98, Bronx County, New York","00","36","005","009800",4333,3638,1771,14,8,122,18,0,0,21,502,697,0,102,383,695,168,0,0,116,36,0,4,15,153,44,0,153,6
"36005011000","Census Tract 110","Census Tract 110, Bronx County, New York","00","36","005","011000",15.2104,13.6603,11.43202,0,0,0,0,0,0,0,0,0.7750522,0,0.7750522,0.6781707,1.550104,0,0,0,1.550104,0,0,0,0,0,0,0,0,0
"36005011502","Census Tract 115.02","Census Tract 115.02, Bronx County, New York","00","36","005","011502",6100,5318,1337,23,0,7,0,0,0,12,22,3702,0,13,202,782,140,0,0,8,0,0,0,15,6,613,0,0,0
"36005011700","Census Tract 117","Census Tract 117, Bronx County, New York","00","36","005","011700",1707.473,1557.367,1205.99,0,0,0,0,0,0.3136452,12,1.344194,271.0468,0,0.3584517,66.31364,150.1059,80.29939,0,0,0,0,0,0,42,0.3584517,27.44806,0,0,0
"36005011800","Census Tract 118","Census Tract 118, Bronx County, New York","00","36","005","011800",4887.652,4283.201,3168.893,33.09117,17,147.2195,61.23298,0,0.02363608,33.05065,414.7283,48.68207,0,115.3275,243.9522,604.4514,181.574,0.04389558,13.04727,82.1722,8.10805,0,0,0.0979209,237.8543,19.12156,8,54.4322,0
"36005011900","Census Tract 119","Census Tract 119, Bronx County, New York","00","36","005","011900",9540.01,8849.455,3960.609,0.01996352,0,32,0,0,0.01397447,37,23.01597,4171.961,0,72.01198,552.8225,690.555,205.1138,6.009982,0,7,0,7,0.02395623,18.01198,0,420.3813,0,14.01397,13
"36005012101","Census Tract 121.01","Census Tract 121.01, Bronx County, New York","00","36","005","012101",6875,6488,1729,10,0,0,0,0,0,6,69,4275,0,0,399,387,119,0,0,0,14,0,7,49,0,145,0,48,5
"36005012102","Census Tract 121.02","Census Tract 121.02, Bronx County, New York","00","36","005","012102",2741,2506,547,7,0,0,0,0,0,6,11,1845,0,0,90,235,63,0,0,0,0,0,11,0,0,152,0,9,0
"36005012300","Census Tract 123","Census Tract 123, Bronx County, New York","00","36","005","012300",6346.586,5995.765,2090.47,46.26213,0,0,0,0,0,0,0,3423.398,0,5.782766,429.8523,350.8212,134.9312,8.67415,0,0,0,0,0,0,0,207.2158,0,0,0
"36005012500","Census Tract 125","Census Tract 125, Bronx County, New York","00","36","005","012500",6680,6467,2221,37,0,0,0,0,0,24,37,3651,0,55,442,213,6,0,0,8,5,8,0,13,13,160,0,0,0
"36005012701","Census Tract 127.01","Census Tract 127.01, Bronx County, New York","00","36","005","012701",5617,5261,548,10,0,5,0,0,0,12,0,4235,0,18,433,356,28,12,0,18,0,0,0,9,4,235,0,35,15
"36005012901","Census Tract 129.01","Census Tract 129.01, Bronx County, New York","00","36","005","012901",6041,5361,1841,26,0,6,0,0,0,5,25,3070,0,6,382,680,107,19,0,0,0,0,0,17,0,528,0,0,9
"36005013000","Census Tract 130","Census Tract 130, Bronx County, New York","00","36","005","013000",943,769,382,0,0,31,27,0,0,0,228,7,0,33,61,174,45,0,0,61,7,0,0,0,48,0,0,13,0
"36005013100","Census Tract 131","Census Tract 131, Bronx County, New York","00","36","005","013100",9339,9022,4883,21,0,0,0,0,0,0,0,3222,0,10,886,317,179,0,0,7,0,4,0,8,0,97,0,0,22
"36005013200","Census Tract 132","Census Tract 132, Bronx County, New York","00","36","005","013200",5505.348,4781.799,3215.107,26.90883,0,64.78053,68.76701,0,6.976364,14.94935,805.2717,201.3179,0,96.67247,281.0478,723.5486,169.426,12.9561,13.95273,50.82779,31.89195,0,0,28.90208,252.1457,35.87844,0,127.5678,0
"36005013300","Census Tract 133","Census Tract 133, Bronx County, New York","00","36","005","013300",9575,9139,5927,15,0,13,0,0,0,16,37,2604,0,27,500,436,169,23,0,0,0,0,0,0,13,157,27,37,10
"36005013500","Census Tract 135","Census Tract 135, Bronx County, New York","00","36","005","013500",5845,5578,4372,0,0,0,0,0,0,0,0,791,0,7,408,267,179,0,0,7,0,0,0,0,0,47,0,0,34
"36005013800","Census Tract 138","Census Tract 138, Bronx County, New York","00","36","005","013800",3561,3251,2607,0,9,165,7,6,7,17,241,13,0,84,95,310,134,0,0,55,6,14,0,0,56,0,0,45,0
"36005014100","Census Tract 141","Census Tract 141, Bronx County, New York","00","36","005","014100",5715.765,5434.6,2123.961,0,0,34.41371,0,6,0,0,15.01224,2972.706,0,9.413709,273.093,281.1653,48.71114,0.3855569,0,22,0,0,0,0,18,131,0,59.78335,1.28519
"36005014300","Census Tract 143","Census Tract 143, Bronx County, New York","00","36","005","014300",1768.235,1665.4,888.0392,0,0,9.586291,0,0,0,0,33.98776,608.2938,0,9.586291,115.907,102.8348,52.28886,2.614443,0,0,0,0,0,0,0,0,0,39.21664,8.71481
"36005014400","Census Tract 144","Census Tract 144, Bronx County, New York","00","36","005","014400",5307.844,4852.567,2926.793,69,0,51,0,0,0,49,277,1282.139,0,30.13854,167.4962,455.2771,89,9,0,90.27708,0,0,23,4,160,44,0,36,0
"36005014500","Census Tract 145","Census Tract 145, Bronx County, New York","00","36","005","014500",6565,6088,3985,25,0,0,0,0,0,0,18,1651,0,11,398,477,179,77,0,6,0,6,0,17,15,87,0,87,3
"36005014701","Census Tract 147.01","Census Tract 147.01, Bronx County, New York","00","36","005","014701",7988.333,7592.045,4156.354,30.00604,0,9.829565,0,0,0,18.62444,6.208147,3008.882,0,17.0724,345.0695,396.2867,186.7617,0,0,31.55808,4.65611,6.725492,0,32.59277,7.242837,97.77831,0,22.7632,6.208147
"36005014702","Census Tract 147.02","Census Tract 147.02, Bronx County, New York","00","36","005","014702",7452.667,7082.954,3877.646,27.99396,0,9.170435,0,0,0,17.37556,5.791853,2807.118,0,15.9276,321.9305,369.7133,174.2383,0,0,29.44192,4.34389,6.274508,0,30.40723,6.757162,91.22169,0,21.2368,5.791853
"36005014900","Census Tract 149","Census Tract 149, Bronx County, New York","00","36","005","014900",6531,6008,3925,0,0,0,0,0,0,0,48,1513,0,13,509,523,354,19,0,0,0,0,0,0,12,64,0,37,37
"36005015100","Census Tract 151","Census Tract 151, Bronx County, New York","00","36","005","015100",7811,7442,6342,7,0,9,0,0,0,9,0,504,0,5,566,369,296,12,0,0,0,0,0,0,0,47,0,5,9
"36005015200","Census Tract 152","Census Tract 152, Bronx County, New York","00","36","005","015200",2831.381,2321.249,1429.035,0,0,85.65451,26.21476,6.061361,31.23522,43.06136,456.5736,23.42152,0,48.23522,171.7568,510.1316,83.5727,0.1124944,5,91.04313,19.06136,0,21,7.122721,218.3806,23.53179,0,41.24544,0.0613606
"36005015300","Census Tract 153","Census Tract 153, Bronx County, New York","00","36","005","015300",13745,13040,5497,24,0,14,0,0,0,41,29,6692,0,0,743,705,210,13,0,9,0,5,0,16,9,421,0,6,16
"36005015500","Census Tract 155","Census Tract 155, Bronx County, New York","00","36","005","015500",7002,6420,2383,0,0,20,0,10,0,18,7,3651,0,14,317,582,212,21,0,10,5,8,6,11,0,262,0,43,4
"36005015700","Census Tract 157","Census Tract 157, Bronx County, New York","00","36","005","015700",9701.414,8799.235,2720.53,1.737871,0,0,0,0,0,49,8,5514.603,0,59.21724,446.1477,902.1789,188.0688,24.32585,0,21,0,0,0,25,7,595.7842,0,22,19
"36005015800","Census Tract 158","Census Tract 158, Bronx County, New York","00","36","005","015800",1066,964,677,0,9,30,0,0,0,0,159,45,0,0,44,102,12,0,9,15,0,0,0,0,41,0,0,25,0
"36005015900","Census Tract 159","Census Tract 159, Bronx County, New York","00","36","005","015900",6388,6070,1537,38,0,15,10,28,0,0,0,4132,0,8,302,318,23,14,0,24,0,0,18,0,0,239,0,0,0
"36005016000","Census Tract 160","Census Tract 160, Bronx County, New York","00","36","005","016000",3608,3118,1939,0,0,138,8,7,21,6,639,121,0,68,171,490,74,0,16,116,0,0,0,8,206,7,0,55,8
"36005016100","Census Tract 161","Census Tract 161, Bronx County, New York","00","36","005","016100",11095,10284,4742,16,0,8,8,0,0,16,0,4839,0,12,643,811,266,55,0,40,0,8,0,31,0,366,0,18,27
"36005016200","Census Tract 162","Census Tract 162, Bronx County, New York","00","36","005","016200",1886,1579,1026,24,0,12,5,0,0,0,340,41,0,98,33,307,28,27,5,36,6,6,6,6,122,0,0,65,0
"36005016300","Census Tract 163","Census Tract 163, Bronx County, New York","00","36","005","016300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36005016400","Census Tract 164","Census Tract 164, Bronx County, New York","00","36","005","016400",1206,1027,660,0,6,66,0,0,0,13,200,22,0,25,35,179,36,0,7,43,0,0,6,6,64,0,0,13,4
"36005016500","Census Tract 165","Census Tract 165, Bronx County, New York","00","36","005","016500",6418.106,6234.371,2366.936,0,0,0,0,0,0,9.006604,52.2383,3441.423,0,0,364.7675,183.7347,74.75481,4.503302,0,9.907265,0,7.205283,0,0,5.403962,81.9601,0,0,0
"36005016600","Census Tract 166","Census Tract 166, Bronx County, New York","00","36","005","016600",2359.619,1959.751,1067.965,0,0,63.34549,20.78524,5.938639,22.76478,5.938639,539.4264,137.5785,0,22.76478,73.24322,399.8684,55.4273,10.88751,0,100.9569,5.938639,0,0,11.87728,133.6194,51.46821,0,23.75456,5.938639
"36005016700","Census Tract 167","Census Tract 167, Bronx County, New York","00","36","005","016700",6214.545,6039.53,1844.21,0,0,0.001895072,0.00059221,0,0,8.001184,0,3820.264,0,18,349.0519,175.0159,37.00462,17.00095,0,16,0.000829094,0.003316376,0,22.00107,10,36.00426,0,37.00083,0
"36005016900","Census Tract 169","Census Tract 169, Bronx County, New York","00","36","005","016900",4308.31,4182.97,1661.215,0,0,14.96591,4.676846,0,0,9.353691,0,2083.067,0,0,409.6917,125.3395,36.47939,7.482953,0,0,6.547584,26.19033,0,8.418322,0,33.67329,0,6.547584,0
"36005017100","Census Tract 171","Census Tract 171, Bronx County, New York","00","36","005","017100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36005017300","Census Tract 173","Census Tract 173, Bronx County, New York","00","36","005","017300",4937,4562,2009,11,0,29,12,0,0,9,43,1892,0,0,557,375,185,15,0,0,0,0,0,10,25,140,0,0,0
"36005017500","Census Tract 175","Census Tract 175, Bronx County, New York","00","36","005","017500",7286.041,6400.582,3640.13,24.77964,12.38982,39.64743,10.73785,0,0,40.47342,10.73785,1907.207,0,26.43162,688.0481,885.4593,458.4234,79.29486,0,42.95138,0,4.129941,14.86779,20.6497,0,180.0654,0,69.383,15.69377
"36005017701","Census Tract 177.01","Census Tract 177.01, Bronx County, New York","00","36","005","017701",5555.812,4841.285,2904.232,52.21693,1.271172,34.76479,1.258772,0,0,10.79775,1.101682,1421.308,0,17.32201,397.0112,714.5278,407.6689,17.15295,0,34.11408,4.115972,1.303427,1.525406,34.54376,11.68814,132.5907,0,64.80517,5.019191
"36005017702","Census Tract 177.02","Census Tract 177.02, Bronx County, New York","00","36","005","017702",5852.291,5099.633,3059.212,55.00342,1.339006,36.61997,1.325944,0,0,11.37396,1.160472,1497.154,0,18.24637,418.1971,752.6576,429.4236,18.06829,0,35.93453,4.335616,1.372982,1.606807,36.38715,12.31186,139.6663,0,68.26341,5.287034
"36005017901","Census Tract 179.01","Census Tract 179.01, Bronx County, New York","00","36","005","017901",5953.753,4636.619,2151.691,4.099575,0,16.98395,22.84049,3.513921,0,146.4134,25.76875,1897.517,0,70.86407,296.9263,1317.135,312.739,7.027842,0,44.50967,54.46577,42.16705,20.49787,243.6319,29.28267,323.2807,4.685228,189.1661,45.68097
"36005017902","Census Tract 179.02","Census Tract 179.02, Bronx County, New York","00","36","005","017902",4212.247,3280.381,1522.309,2.900426,0,12.01605,16.15951,2.486079,0,103.5866,18.23125,1342.483,0,50.13593,210.0737,931.8653,221.261,4.972158,0,31.49034,38.53423,29.83295,14.50213,172.3681,20.71733,228.7193,3.314772,133.8339,32.31903
"36005018101","Census Tract 181.01","Census Tract 181.01, Bronx County, New York","00","36","005","018101",2744.304,2217.504,1199.742,2.43567,2.783623,8.698822,2.43567,4.87134,8.002916,116.2163,25.05261,575.1661,0,84.55255,187.5466,526.8007,128.0467,11.13449,4.175435,29.22804,16.00583,6.611104,21.57308,112.7367,17.7456,114.8244,0,56.36837,8.350869
"36005018102","Census Tract 181.02","Census Tract 181.02, Bronx County, New York","00","36","005","018102",5142.696,4155.497,2248.259,4.56433,5.216377,16.30118,4.56433,9.128659,14.99708,217.7837,46.94739,1077.834,0,158.4474,351.4534,987.1993,239.9533,20.86551,7.824565,54.77196,29.99417,12.3889,40.42692,211.2633,33.2544,215.1756,0,105.6316,15.64913
"36005018301","Census Tract 183.01","Census Tract 183.01, Bronx County, New York","00","36","005","018301",4263.915,3473.46,1758.595,13.83849,0,63.1035,2.767697,7.749552,10.51725,389.6918,12.17787,890.645,4.428316,69.19243,250.7534,790.4543,94.65525,0,3.874776,70.85305,36.5336,45.94378,25.46281,264.0383,19.92742,97.97649,0,116.2433,14.94557
